year,total_pop,TambonID,TambonThaiShort,DistrictThaiShort,ProvinceThai
2019,5374,760507,วังไคร้,ท่ายาง,เพชรบุรี
2019,7154,760511,กลัดหลวง,ท่ายาง,เพชรบุรี
2019,2068,760512,ปึกเตียน,ท่ายาง,เพชรบุรี
2019,7836,760513,เขากระปุก,ท่ายาง,เพชรบุรี
2019,6153,760514,ท่าแลง,ท่ายาง,เพชรบุรี
2019,2820,760515,บ้านในดง,ท่ายาง,เพชรบุรี
2019,3709,760601,บ้านลาด,บ้านลาด,เพชรบุรี
2019,3540,760602,บ้านหาด,บ้านลาด,เพชรบุรี
2019,2497,760603,บ้านทาน,บ้านลาด,เพชรบุรี
2019,2883,760604,ตำหรุ,บ้านลาด,เพชรบุรี
2019,2481,760605,สมอพลือ,บ้านลาด,เพชรบุรี
2019,2886,760606,ไร่มะขาม,บ้านลาด,เพชรบุรี
2019,3791,760607,ท่าเสน,บ้านลาด,เพชรบุรี
2019,2518,760608,หนองกระเจ็ด,บ้านลาด,เพชรบุรี
2019,4188,760609,หนองกะปุ,บ้านลาด,เพชรบุรี
2019,1222,760610,ลาดโพธิ์,บ้านลาด,เพชรบุรี
2019,806,760611,สะพานไกร,บ้านลาด,เพชรบุรี
2019,3467,760612,ไร่โคก,บ้านลาด,เพชรบุรี
2019,2197,760613,โรงเข้,บ้านลาด,เพชรบุรี
2019,5072,760614,ไร่สะท้อน,บ้านลาด,เพชรบุรี
2019,1196,760615,ห้วยข้อง,บ้านลาด,เพชรบุรี
2019,2761,760616,ท่าช้าง,บ้านลาด,เพชรบุรี
2019,3362,760617,ถ้ำรงค์,บ้านลาด,เพชรบุรี
2019,3475,760618,ห้วยลึก,บ้านลาด,เพชรบุรี
2019,14689,760701,บ้านแหลม,บ้านแหลม,เพชรบุรี
2019,7125,760702,บางขุนไทร,บ้านแหลม,เพชรบุรี
2019,2464,760703,ปากทะเล,บ้านแหลม,เพชรบุรี
2019,4903,760704,บางแก้ว,บ้านแหลม,เพชรบุรี
2019,2423,760705,แหลมผักเบี้ย,บ้านแหลม,เพชรบุรี
2019,3742,760706,บางตะบูน,บ้านแหลม,เพชรบุรี
2019,2887,760707,บางตะบูนออก,บ้านแหลม,เพชรบุรี
2019,7148,760708,บางครก,บ้านแหลม,เพชรบุรี
2019,5082,760709,ท่าแร้ง,บ้านแหลม,เพชรบุรี
2019,3222,760710,ท่าแร้งออก,บ้านแหลม,เพชรบุรี
2019,8484,760801,แก่งกระจาน,แก่งกระจาน,เพชรบุรี
2019,5161,760802,สองพี่น้อง,แก่งกระจาน,เพชรบุรี
2019,5117,760803,วังจันทร์,แก่งกระจาน,เพชรบุรี
2019,7073,760804,ป่าเด็ง,แก่งกระจาน,เพชรบุรี
2019,3525,760805,พุสวรรค์,แก่งกระจาน,เพชรบุรี
2019,4056,760806,ห้วยแม่เพรียง,แก่งกระจาน,เพชรบุรี
2019,18568,770101,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์
2019,15462,770102,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์
2019,15080,770103,คลองวาฬ,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์
2019,9837,770104,ห้วยทราย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์
2019,25285,770105,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์
2019,7548,770106,บ่อนอก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์
2019,10560,770201,กุยบุรี,กุยบุรี,ประจวบคีรีขันธ์
2019,6835,770202,กุยเหนือ,กุยบุรี,ประจวบคีรีขันธ์
2019,2204,770203,เขาแดง,กุยบุรี,ประจวบคีรีขันธ์
2019,3245,770204,ดอนยายหนู,กุยบุรี,ประจวบคีรีขันธ์
2019,11170,770206,สามกระทาย,กุยบุรี,ประจวบคีรีขันธ์
2019,11176,770207,หาดขาม,กุยบุรี,ประจวบคีรีขันธ์
2019,10302,770301,ทับสะแก,ทับสะแก,ประจวบคีรีขันธ์
2019,9239,770302,อ่างทอง,ทับสะแก,ประจวบคีรีขันธ์
2019,8624,770303,นาหูกวาง,ทับสะแก,ประจวบคีรีขันธ์
2019,8757,770304,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์
2019,9069,770305,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์
2019,3912,770306,แสงอรุณ,ทับสะแก,ประจวบคีรีขันธ์
2019,10562,770401,กำเนิดนพคุณ,บางสะพาน,ประจวบคีรีขันธ์
2019,10068,770402,พงศ์ประศาสน์,บางสะพาน,ประจวบคีรีขันธ์
2019,17132,770403,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์
2019,10228,770404,ธงชัย,บางสะพาน,ประจวบคีรีขันธ์
2019,11675,770405,ชัยเกษม,บางสะพาน,ประจวบคีรีขันธ์
2019,10418,770406,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์
2019,7041,770407,แม่รำพึง,บางสะพาน,ประจวบคีรีขันธ์
2019,3598,770501,ปากแพรก,บางสะพานน้อย,ประจวบคีรีขันธ์
2019,8320,770502,บางสะพาน,บางสะพานน้อย,ประจวบคีรีขันธ์
2019,7462,770503,ทรายทอง,บางสะพานน้อย,ประจวบคีรีขันธ์
2019,10932,770504,ช้างแรก,บางสะพานน้อย,ประจวบคีรีขันธ์
2019,9853,770505,ไชยราช,บางสะพานน้อย,ประจวบคีรีขันธ์
2019,7299,770601,ปราณบุรี,ปราณบุรี,ประจวบคีรีขันธ์
2019,27280,770602,เขาน้อย,ปราณบุรี,ประจวบคีรีขันธ์
2019,15150,770604,ปากน้ำปราณ,ปราณบุรี,ประจวบคีรีขันธ์
2019,12868,770607,หนองตาแต้ม,ปราณบุรี,ประจวบคีรีขันธ์
2019,14251,770608,วังก์พง,ปราณบุรี,ประจวบคีรีขันธ์
2019,2499,770609,เขาจ้าว,ปราณบุรี,ประจวบคีรีขันธ์
2019,46969,770701,หัวหิน,หัวหิน,ประจวบคีรีขันธ์
2019,19014,770702,หนองแก,หัวหิน,ประจวบคีรีขันธ์
2019,16329,770703,หินเหล็กไฟ,หัวหิน,ประจวบคีรีขันธ์
2019,11292,770704,หนองพลับ,หัวหิน,ประจวบคีรีขันธ์
2019,15603,770705,ทับใต้,หัวหิน,ประจวบคีรีขันธ์
2019,7353,770706,ห้วยสัตว์ใหญ่,หัวหิน,ประจวบคีรีขันธ์
2019,5013,770707,บึงนคร,หัวหิน,ประจวบคีรีขันธ์
2019,7727,770801,สามร้อยยอด,สามร้อยยอด,ประจวบคีรีขันธ์
2019,11060,770802,ศิลาลอย,สามร้อยยอด,ประจวบคีรีขันธ์
2019,13459,770803,ไร่เก่า,สามร้อยยอด,ประจวบคีรีขันธ์
2019,7536,770804,ศาลาลัย,สามร้อยยอด,ประจวบคีรีขันธ์
2019,9252,770805,ไร่ใหม่,สามร้อยยอด,ประจวบคีรีขันธ์
2019,42398,800101,ในเมือง,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,16854,800102,ท่าวัง,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,17040,800103,คลัง,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,8227,800106,ท่าไร่,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,15813,800107,ปากนคร,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,6641,800108,นาทราย,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,9656,800112,กำแพงเซา,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,6601,800113,ไชยมนตรี,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,5288,800114,มะม่วงสองต้น,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,14597,800115,นาเคียน,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,10748,800116,ท่างิ้ว,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,34552,800118,โพธิ์เสด็จ,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,10687,800119,บางจาก,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,39282,800120,ปากพูน,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,11638,800121,ท่าซัก,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,22088,800122,ท่าเรือ,เมืองนครศรีธรรมราช,นครศรีธรรมราช
2019,9168,800201,พรหมโลก,พรหมคีรี,นครศรีธรรมราช
2019,5130,800202,บ้านเกาะ,พรหมคีรี,นครศรีธรรมราช
2019,5751,800203,อินคีรี,พรหมคีรี,นครศรีธรรมราช
2019,11781,800204,ทอนหงส์,พรหมคีรี,นครศรีธรรมราช
2019,5639,800205,นาเรียง,พรหมคีรี,นครศรีธรรมราช
2019,7555,800301,เขาแก้ว,ลานสกา,นครศรีธรรมราช
2019,5890,800302,ลานสกา,ลานสกา,นครศรีธรรมราช
2019,7989,800303,ท่าดี,ลานสกา,นครศรีธรรมราช
2019,9240,800304,กำโลน,ลานสกา,นครศรีธรรมราช
2019,10275,800305,ขุนทะเล,ลานสกา,นครศรีธรรมราช
2019,7987,800401,ฉวาง,ฉวาง,นครศรีธรรมราช
2019,11468,800403,ละอาย,ฉวาง,นครศรีธรรมราช
2019,7447,800404,นาแว,ฉวาง,นครศรีธรรมราช
2019,7767,800405,ไม้เรียง,ฉวาง,นครศรีธรรมราช
2019,4103,800406,กะเปียด,ฉวาง,นครศรีธรรมราช
2019,4597,800407,นากะชะ,ฉวาง,นครศรีธรรมราช
2019,6453,800409,ห้วยปริก,ฉวาง,นครศรีธรรมราช
2019,6926,800410,ไสหร้า,ฉวาง,นครศรีธรรมราช
2019,2810,800415,นาเขลียง,ฉวาง,นครศรีธรรมราช
2019,7404,800416,จันดี,ฉวาง,นครศรีธรรมราช
2019,5549,800501,พิปูน,พิปูน,นครศรีธรรมราช
2019,5472,800502,กะทูน,พิปูน,นครศรีธรรมราช
2019,8165,800503,เขาพระ,พิปูน,นครศรีธรรมราช
2019,5893,800504,ยางค้อม,พิปูน,นครศรีธรรมราช
2019,3947,800505,ควนกลาง,พิปูน,นครศรีธรรมราช
2019,4458,800601,เชียรใหญ่,เชียรใหญ่,นครศรีธรรมราช
2019,2569,800603,ท่าขนาน,เชียรใหญ่,นครศรีธรรมราช
2019,902,800604,บ้านกลาง,เชียรใหญ่,นครศรีธรรมราช
2019,2747,800605,บ้านเนิน,เชียรใหญ่,นครศรีธรรมราช
2019,4377,800606,ไสหมาก,เชียรใหญ่,นครศรีธรรมราช
2019,4433,800607,ท้องลำเจียก,เชียรใหญ่,นครศรีธรรมราช
2019,2715,800610,เสือหึง,เชียรใหญ่,นครศรีธรรมราช
2019,6975,800611,การะเกด,เชียรใหญ่,นครศรีธรรมราช
2019,6358,800612,เขาพระบาท,เชียรใหญ่,นครศรีธรรมราช
2019,7530,800613,แม่เจ้าอยู่หัว,เชียรใหญ่,นครศรีธรรมราช
2019,12658,800701,ชะอวด,ชะอวด,นครศรีธรรมราช
2019,4768,800702,ท่าเสม็ด,ชะอวด,นครศรีธรรมราช
2019,7162,800703,ท่าประจะ,ชะอวด,นครศรีธรรมราช
2019,7401,800704,เคร็ง,ชะอวด,นครศรีธรรมราช
2019,10240,800705,วังอ่าง,ชะอวด,นครศรีธรรมราช
2019,7136,800706,บ้านตูล,ชะอวด,นครศรีธรรมราช
2019,5880,800707,ขอนหาด,ชะอวด,นครศรีธรรมราช
2019,9007,800708,เกาะขันธ์,ชะอวด,นครศรีธรรมราช
2019,7317,800709,ควนหนองหงษ์,ชะอวด,นครศรีธรรมราช
2019,8326,800710,เขาพระทอง,ชะอวด,นครศรีธรรมราช
2019,6417,800711,นางหลง,ชะอวด,นครศรีธรรมราช
2019,33392,800801,ท่าศาลา,ท่าศาลา,นครศรีธรรมราช
2019,8802,800802,กลาย,ท่าศาลา,นครศรีธรรมราช
2019,13801,800803,ท่าขึ้น,ท่าศาลา,นครศรีธรรมราช
2019,5025,800804,หัวตะพาน,ท่าศาลา,นครศรีธรรมราช
2019,8952,800806,สระแก้ว,ท่าศาลา,นครศรีธรรมราช
2019,14605,800807,โมคลาน,ท่าศาลา,นครศรีธรรมราช
2019,10485,800809,ไทยบุรี,ท่าศาลา,นครศรีธรรมราช
2019,5116,800810,ดอนตะโก,ท่าศาลา,นครศรีธรรมราช
2019,8742,800811,ตลิ่งชัน,ท่าศาลา,นครศรีธรรมราช
2019,9193,800813,โพธิ์ทอง,ท่าศาลา,นครศรีธรรมราช
2019,30029,800901,ปากแพรก,ทุ่งสง,นครศรีธรรมราช
2019,13984,800902,ชะมาย,ทุ่งสง,นครศรีธรรมราช
2019,10957,800903,หนองหงส์,ทุ่งสง,นครศรีธรรมราช
2019,10415,800904,ควนกรด,ทุ่งสง,นครศรีธรรมราช
2019,9781,800905,นาไม้ไผ่,ทุ่งสง,นครศรีธรรมราช
2019,10016,800906,นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช
2019,10664,800907,เขาโร,ทุ่งสง,นครศรีธรรมราช
2019,15608,800908,กะปาง,ทุ่งสง,นครศรีธรรมราช
2019,14144,800909,ที่วัง,ทุ่งสง,นครศรีธรรมราช
2019,3339,800910,น้ำตก,ทุ่งสง,นครศรีธรรมราช
2019,12588,800911,ถ้ำใหญ่,ทุ่งสง,นครศรีธรรมราช
2019,6417,800912,นาโพธิ์,ทุ่งสง,นครศรีธรรมราช
2019,14145,800913,เขาขาว,ทุ่งสง,นครศรีธรรมราช
2019,11042,801001,นาบอน,นาบอน,นครศรีธรรมราช
2019,8481,801002,ทุ่งสง,นาบอน,นครศรีธรรมราช
2019,7093,801003,แก้วแสน,นาบอน,นครศรีธรรมราช
2019,15005,801101,ท่ายาง,ทุ่งใหญ่,นครศรีธรรมราช
2019,5748,801102,ทุ่งสัง,ทุ่งใหญ่,นครศรีธรรมราช
2019,9892,801103,ทุ่งใหญ่,ทุ่งใหญ่,นครศรีธรรมราช
2019,8271,801104,กุแหระ,ทุ่งใหญ่,นครศรีธรรมราช
2019,16124,801105,ปริก,ทุ่งใหญ่,นครศรีธรรมราช
2019,9297,801106,บางรูป,ทุ่งใหญ่,นครศรีธรรมราช
2019,10567,801107,กรุงหยัน,ทุ่งใหญ่,นครศรีธรรมราช
2019,9981,801201,ปากพนัง,ปากพนัง,นครศรีธรรมราช
2019,11165,801202,คลองน้อย,ปากพนัง,นครศรีธรรมราช
2019,4487,801203,ป่าระกำ,ปากพนัง,นครศรีธรรมราช
2019,3518,801204,ชะเมา,ปากพนัง,นครศรีธรรมราช
2019,5984,801205,คลองกระบือ,ปากพนัง,นครศรีธรรมราช
2019,5164,801206,เกาะทวด,ปากพนัง,นครศรีธรรมราช
2019,3865,801207,บ้านใหม่,ปากพนัง,นครศรีธรรมราช
2019,5790,801208,หูล่อง,ปากพนัง,นครศรีธรรมราช
2019,2004,801209,แหลมตะลุมพุก,ปากพนัง,นครศรีธรรมราช
2019,8997,801210,ปากพนังฝั่งตะวันตก,ปากพนัง,นครศรีธรรมราช
2019,2527,801211,บางศาลา,ปากพนัง,นครศรีธรรมราช
2019,6519,801212,บางพระ,ปากพนัง,นครศรีธรรมราช
2019,1034,801213,บางตะพง,ปากพนัง,นครศรีธรรมราช
2019,11480,801214,ปากพนังฝั่งตะวันออก,ปากพนัง,นครศรีธรรมราช
2019,3009,801215,บ้านเพิง,ปากพนัง,นครศรีธรรมราช
2019,4743,801216,ท่าพยา,ปากพนัง,นครศรีธรรมราช
2019,3497,801217,ปากแพรก,ปากพนัง,นครศรีธรรมราช
2019,4906,801218,ขนาบนาก,ปากพนัง,นครศรีธรรมราช
2019,26566,801301,ร่อนพิบูลย์,ร่อนพิบูลย์,นครศรีธรรมราช
2019,18911,801302,หินตก,ร่อนพิบูลย์,นครศรีธรรมราช
2019,11112,801303,เสาธง,ร่อนพิบูลย์,นครศรีธรรมราช
2019,4408,801304,ควนเกย,ร่อนพิบูลย์,นครศรีธรรมราช
2019,12991,801305,ควนพัง,ร่อนพิบูลย์,นครศรีธรรมราช
2019,8477,801306,ควนชุม,ร่อนพิบูลย์,นครศรีธรรมราช
2019,15659,801401,สิชล,สิชล,นครศรีธรรมราช
2019,11556,801402,ทุ่งปรัง,สิชล,นครศรีธรรมราช
2019,6640,801403,ฉลอง,สิชล,นครศรีธรรมราช
2019,12340,801404,เสาเภา,สิชล,นครศรีธรรมราช
2019,7629,801405,เปลี่ยน,สิชล,นครศรีธรรมราช
2019,10244,801406,สี่ขีด,สิชล,นครศรีธรรมราช
2019,8055,801407,เทพราช,สิชล,นครศรีธรรมราช
2019,5705,801408,เขาน้อย,สิชล,นครศรีธรรมราช
2019,11331,801409,ทุ่งใส,สิชล,นครศรีธรรมราช
2019,13869,801501,ขนอม,ขนอม,นครศรีธรรมราช
2019,10964,801502,ควนทอง,ขนอม,นครศรีธรรมราช
2019,5560,801503,ท้องเนียน,ขนอม,นครศรีธรรมราช
2019,12880,801601,หัวไทร,หัวไทร,นครศรีธรรมราช
2019,10250,801602,หน้าสตน,หัวไทร,นครศรีธรรมราช
2019,7726,801603,ทรายขาว,หัวไทร,นครศรีธรรมราช
2019,6088,801604,แหลม,หัวไทร,นครศรีธรรมราช
2019,6558,801605,เขาพังไกร,หัวไทร,นครศรีธรรมราช
2019,3548,801606,บ้านราม,หัวไทร,นครศรีธรรมราช
2019,1983,801607,บางนบ,หัวไทร,นครศรีธรรมราช
2019,2973,801608,ท่าซอม,หัวไทร,นครศรีธรรมราช
2019,4922,801609,ควนชะลิก,หัวไทร,นครศรีธรรมราช
2019,2145,801610,รามแก้ว,หัวไทร,นครศรีธรรมราช
2019,6861,801611,เกาะเพชร,หัวไทร,นครศรีธรรมราช
2019,14035,801701,บางขัน,บางขัน,นครศรีธรรมราช
2019,16801,801702,บ้านลำนาว,บางขัน,นครศรีธรรมราช
2019,9038,801703,วังหิน,บางขัน,นครศรีธรรมราช
2019,7573,801704,บ้านนิคม,บางขัน,นครศรีธรรมราช
2019,7941,801801,ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช
2019,4306,801802,คลองเส,ถ้ำพรรณรา,นครศรีธรรมราช
2019,7091,801803,ดุสิต,ถ้ำพรรณรา,นครศรีธรรมราช
2019,1597,801901,บ้านควนมุด,จุฬาภรณ์,นครศรีธรรมราช
2019,2656,801902,บ้านชะอวด,จุฬาภรณ์,นครศรีธรรมราช
2019,3297,801903,ควนหนองคว้า,จุฬาภรณ์,นครศรีธรรมราช
2019,9779,801904,ทุ่งโพธิ์,จุฬาภรณ์,นครศรีธรรมราช
2019,7230,801905,นาหมอบุญ,จุฬาภรณ์,นครศรีธรรมราช
2019,7061,801906,สามตำบล,จุฬาภรณ์,นครศรีธรรมราช
2019,8516,802001,นาพรุ,พระพรหม,นครศรีธรรมราช
2019,10293,802002,นาสาร,พระพรหม,นครศรีธรรมราช
2019,13532,802003,ท้ายสำเภา,พระพรหม,นครศรีธรรมราช
2019,12047,802004,ช้างซ้าย,พระพรหม,นครศรีธรรมราช
2019,8241,802101,นบพิตำ,นบพิตำ,นครศรีธรรมราช
2019,10148,802102,กรุงชิง,นบพิตำ,นครศรีธรรมราช
2019,7430,802103,กะหรอ,นบพิตำ,นครศรีธรรมราช
2019,7714,802104,นาเหรง,นบพิตำ,นครศรีธรรมราช
2019,17010,802201,ช้างกลาง,ช้างกลาง,นครศรีธรรมราช
2019,7735,802202,หลักช้าง,ช้างกลาง,นครศรีธรรมราช
2019,5005,802203,สวนขัน,ช้างกลาง,นครศรีธรรมราช
2019,6086,802301,เชียรเขา,เฉลิมพระเกียรติ,นครศรีธรรมราช
2019,5632,802302,ดอนตรอ,เฉลิมพระเกียรติ,นครศรีธรรมราช
2019,11081,802303,สวนหลวง,เฉลิมพระเกียรติ,นครศรีธรรมราช
2019,8819,802304,ทางพูน,เฉลิมพระเกียรติ,นครศรีธรรมราช
2019,21491,810101,ปากน้ำ,เมืองกระบี่,กระบี่
2019,11153,810102,กระบี่ใหญ่,เมืองกระบี่,กระบี่
2019,17983,810103,กระบี่น้อย,เมืองกระบี่,กระบี่
2019,10558,810105,เขาคราม,เมืองกระบี่,กระบี่
2019,6885,810106,เขาทอง,เมืองกระบี่,กระบี่
2019,10158,810111,ทับปริก,เมืองกระบี่,กระบี่
2019,14759,810115,ไสไทย,เมืองกระบี่,กระบี่
2019,14333,810116,อ่าวนาง,เมืองกระบี่,กระบี่
2019,10717,810117,หนองทะเล,เมืองกระบี่,กระบี่
2019,5692,810118,คลองประสงค์,เมืองกระบี่,กระบี่
2019,12964,810201,เขาพนม,เขาพนม,กระบี่
2019,8910,810202,เขาดิน,เขาพนม,กระบี่
2019,9391,810203,สินปุน,เขาพนม,กระบี่
2019,9050,810204,พรุเตียว,เขาพนม,กระบี่
2019,9575,810205,หน้าเขา,เขาพนม,กระบี่
2019,5928,810206,โคกหาร,เขาพนม,กระบี่
2019,7894,810301,เกาะลันตาใหญ่,เกาะลันตา,กระบี่
2019,6082,810302,เกาะลันตาน้อย,เกาะลันตา,กระบี่
2019,8499,810303,เกาะกลาง,เกาะลันตา,กระบี่
2019,6204,810304,คลองยาง,เกาะลันตา,กระบี่
2019,6827,810305,ศาลาด่าน,เกาะลันตา,กระบี่
2019,13139,810401,คลองท่อมใต้,คลองท่อม,กระบี่
2019,6616,810402,คลองท่อมเหนือ,คลองท่อม,กระบี่
2019,20167,810403,คลองพน,คลองท่อม,กระบี่
2019,11043,810404,ทรายขาว,คลองท่อม,กระบี่
2019,9856,810405,ห้วยน้ำขาว,คลองท่อม,กระบี่
2019,10762,810406,พรุดินนา,คลองท่อม,กระบี่
2019,6367,810407,เพหลา,คลองท่อม,กระบี่
2019,10478,810501,อ่าวลึกใต้,อ่าวลึก,กระบี่
2019,6526,810502,แหลมสัก,อ่าวลึก,กระบี่
2019,4906,810503,นาเหนือ,อ่าวลึก,กระบี่
2019,7170,810504,คลองหิน,อ่าวลึก,กระบี่
2019,6614,810505,อ่าวลึกน้อย,อ่าวลึก,กระบี่
2019,7526,810506,อ่าวลึกเหนือ,อ่าวลึก,กระบี่
2019,4381,810507,เขาใหญ่,อ่าวลึก,กระบี่
2019,3877,810508,คลองยา,อ่าวลึก,กระบี่
2019,5129,810509,บ้านกลาง,อ่าวลึก,กระบี่
2019,18701,810601,ปลายพระยา,ปลายพระยา,กระบี่
2019,6520,810602,เขาเขน,ปลายพระยา,กระบี่
2019,7636,810603,เขาต่อ,ปลายพระยา,กระบี่
2019,5855,810604,คีรีวง,ปลายพระยา,กระบี่
2019,9461,810701,ลำทับ,ลำทับ,กระบี่
2019,6155,810702,ดินอุดม,ลำทับ,กระบี่
2019,5004,810703,ทุ่งไทรทอง,ลำทับ,กระบี่
2019,3904,810704,ดินแดง,ลำทับ,กระบี่
2019,14802,810801,เหนือคลอง,เหนือคลอง,กระบี่
2019,5284,810802,เกาะศรีบอยา,เหนือคลอง,กระบี่
2019,9717,810803,คลองขนาน,เหนือคลอง,กระบี่
2019,5952,810804,คลองเขม้า,เหนือคลอง,กระบี่
2019,6572,810805,โคกยาง,เหนือคลอง,กระบี่
2019,6073,810806,ตลิ่งชัน,เหนือคลอง,กระบี่
2019,7937,810807,ปกาสัย,เหนือคลอง,กระบี่
2019,7556,810808,ห้วยยูง,เหนือคลอง,กระบี่
2019,10606,820101,ท้ายช้าง,เมืองพังงา,พังงา
2019,6356,820102,นบปริง,เมืองพังงา,พังงา
2019,4560,820103,ถ้ำน้ำผุด,เมืองพังงา,พังงา
2019,7076,820104,บางเตย,เมืองพังงา,พังงา
2019,3171,820105,ตากแดด,เมืองพังงา,พังงา
2019,706,820106,สองแพรก,เมืองพังงา,พังงา
2019,2815,820107,ทุ่งคาโงก,เมืองพังงา,พังงา
2019,4236,820108,เกาะปันหยี,เมืองพังงา,พังงา
2019,2643,820109,ป่ากอ,เมืองพังงา,พังงา
2019,5317,820201,เกาะยาวน้อย,เกาะยาว,พังงา
2019,2793,820202,เกาะยาวใหญ่,เกาะยาว,พังงา
2019,6256,820203,พรุใน,เกาะยาว,พังงา
2019,1818,820301,กะปง,กะปง,พังงา
2019,4058,820302,ท่านา,กะปง,พังงา
2019,2499,820303,เหมาะ,กะปง,พังงา
2019,2946,820304,เหล,กะปง,พังงา
2019,3043,820305,รมณีย์,กะปง,พังงา
2019,3727,820401,ถ้ำ,ตะกั่วทุ่ง,พังงา
2019,6128,820402,กระโสม,ตะกั่วทุ่ง,พังงา
2019,6107,820403,กะไหล,ตะกั่วทุ่ง,พังงา
2019,3560,820404,ท่าอยู่,ตะกั่วทุ่ง,พังงา
2019,6323,820405,หล่อยูง,ตะกั่วทุ่ง,พังงา
2019,13472,820406,โคกกลอย,ตะกั่วทุ่ง,พังงา
2019,5388,820407,คลองเคียน,ตะกั่วทุ่ง,พังงา
2019,8490,820501,ตะกั่วป่า,ตะกั่วป่า,พังงา
2019,12970,820502,บางนายสี,ตะกั่วป่า,พังงา
2019,3107,820503,บางไทร,ตะกั่วป่า,พังงา
2019,10163,820504,บางม่วง,ตะกั่วป่า,พังงา
2019,1626,820505,ตำตัว,ตะกั่วป่า,พังงา
2019,6416,820506,โคกเคียน,ตะกั่วป่า,พังงา
2019,6437,820507,คึกคัก,ตะกั่วป่า,พังงา
2019,940,820508,เกาะคอเขา,ตะกั่วป่า,พังงา
2019,13554,820601,คุระ,คุระบุรี,พังงา
2019,7623,820602,บางวัน,คุระบุรี,พังงา
2019,1001,820603,เกาะพระทอง,คุระบุรี,พังงา
2019,5755,820605,แม่นางขาว,คุระบุรี,พังงา
2019,5364,820701,ทับปุด,ทับปุด,พังงา
2019,5623,820702,มะรุ่ย,ทับปุด,พังงา
2019,7335,820703,บ่อแสน,ทับปุด,พังงา
2019,1798,820704,ถ้ำทองหลาง,ทับปุด,พังงา
2019,3705,820705,โคกเจริญ,ทับปุด,พังงา
2019,2284,820706,บางเหรียง,ทับปุด,พังงา
2019,11282,820801,ท้ายเหมือง,ท้ายเหมือง,พังงา
2019,9492,820802,นาเตย,ท้ายเหมือง,พังงา
2019,5322,820803,บางทอง,ท้ายเหมือง,พังงา
2019,9753,820804,ทุ่งมะพร้าว,ท้ายเหมือง,พังงา
2019,5187,820805,ลำภี,ท้ายเหมือง,พังงา
2019,7957,820806,ลำแก่น,ท้ายเหมือง,พังงา
2019,57008,830101,ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต
2019,22300,830102,ตลาดเหนือ,เมืองภูเก็ต,ภูเก็ต
2019,16347,830103,เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต
2019,48740,830104,รัษฎา,เมืองภูเก็ต,ภูเก็ต
2019,52233,830105,วิชิต,เมืองภูเก็ต,ภูเก็ต
2019,26957,830106,ฉลอง,เมืองภูเก็ต,ภูเก็ต
2019,18768,830107,ราไวย์,เมืองภูเก็ต,ภูเก็ต
2019,8121,830108,กะรน,เมืองภูเก็ต,ภูเก็ต
2019,30797,830201,กะทู้,กะทู้,ภูเก็ต
2019,21358,830202,ป่าตอง,กะทู้,ภูเก็ต
2019,7106,830203,กมลา,กะทู้,ภูเก็ต
2019,24531,830301,เทพกระษัตรี,ถลาง,ภูเก็ต
2019,25746,830302,ศรีสุนทร,ถลาง,ภูเก็ต
2019,18758,830303,เชิงทะเล,ถลาง,ภูเก็ต
2019,17566,830304,ป่าคลอก,ถลาง,ภูเก็ต
2019,13433,830305,ไม้ขาว,ถลาง,ภูเก็ต
2019,6813,830306,สาคู,ถลาง,ภูเก็ต
2019,26405,840101,ตลาด,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี
2019,76562,840102,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี
