year,total_pop,TambonID,TambonThaiShort,DistrictThaiShort,ProvinceThai
2019,3685,100101,พระบรมมหาราชวัง,พระนคร,กรุงเทพมหานคร
2019,10414,100102,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร
2019,3138,100103,วัดราชบพิธ,พระนคร,กรุงเทพมหานคร
2019,3099,100104,สำราญราษฎร์,พระนคร,กรุงเทพมหานคร
2019,3130,100105,ศาลเจ้าพ่อเสือ,พระนคร,กรุงเทพมหานคร
2019,2146,100106,เสาชิงช้า,พระนคร,กรุงเทพมหานคร
2019,4463,100107,บวรนิเวศ,พระนคร,กรุงเทพมหานคร
2019,2233,100108,ตลาดยอด,พระนคร,กรุงเทพมหานคร
2019,1843,100109,ชนะสงคราม,พระนคร,กรุงเทพมหานคร
2019,6430,100110,บ้านพานถม,พระนคร,กรุงเทพมหานคร
2019,4302,100111,บางขุนพรหม,พระนคร,กรุงเทพมหานคร
2019,2818,100112,วัดสามพระยา,พระนคร,กรุงเทพมหานคร
2019,12404,100201,ดุสิต,ดุสิต,กรุงเทพมหานคร
2019,10596,100202,วชิรพยาบาล,ดุสิต,กรุงเทพมหานคร
2019,7282,100203,สวนจิตรลดา,ดุสิต,กรุงเทพมหานคร
2019,7187,100204,สี่แยกมหานาค,ดุสิต,กรุงเทพมหานคร
2019,52300,100206,ถนนนครไชยศรี,ดุสิต,กรุงเทพมหานคร
2019,39700,100301,กระทุ่มราย,หนองจอก,กรุงเทพมหานคร
2019,22375,100302,หนองจอก,หนองจอก,กรุงเทพมหานคร
2019,9085,100303,คลองสิบ,หนองจอก,กรุงเทพมหานคร
2019,11699,100304,คลองสิบสอง,หนองจอก,กรุงเทพมหานคร
2019,34190,100305,โคกแฝด,หนองจอก,กรุงเทพมหานคร
2019,17940,100306,คู้ฝั่งเหนือ,หนองจอก,กรุงเทพมหานคร
2019,31353,100307,ลำผักชี,หนองจอก,กรุงเทพมหานคร
2019,9680,100308,ลำต้อยติ่ง,หนองจอก,กรุงเทพมหานคร
2019,10980,100401,มหาพฤฒาราม,บางรัก,กรุงเทพมหานคร
2019,18713,100402,สีลม,บางรัก,กรุงเทพมหานคร
2019,5075,100403,สุริยวงศ์,บางรัก,กรุงเทพมหานคร
2019,2760,100404,บางรัก,บางรัก,กรุงเทพมหานคร
2019,10699,100405,สี่พระยา,บางรัก,กรุงเทพมหานคร
2019,91840,100502,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร
2019,97160,100508,ท่าแร้ง,บางเขน,กรุงเทพมหานคร
2019,78147,100601,คลองจั่น,บางกะปิ,กรุงเทพมหานคร
2019,67961,100608,หัวหมาก,บางกะปิ,กรุงเทพมหานคร
2019,16551,100701,รองเมือง,ปทุมวัน,กรุงเทพมหานคร
2019,6805,100702,วังใหม่,ปทุมวัน,กรุงเทพมหานคร
2019,5384,100703,ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร
2019,18345,100704,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร
2019,14581,100801,ป้อมปราบ,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
2019,6491,100802,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
2019,9128,100803,คลองมหานาค,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
2019,6613,100804,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
2019,6672,100805,วัดโสมนัส,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร
2019,67534,100905,บางจาก,พระโขนง,กรุงเทพมหานคร
2019,21464,100910,พระโขนงใต้,พระโขนง,กรุงเทพมหานคร
2019,97385,101001,มีนบุรี,มีนบุรี,กรุงเทพมหานคร
2019,45201,101002,แสนแสบ,มีนบุรี,กรุงเทพมหานคร
2019,30353,101101,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร
2019,68026,101102,คลองสองต้นนุ่น,ลาดกระบัง,กรุงเทพมหานคร
2019,15915,101103,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร
2019,24878,101104,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร
2019,30426,101105,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร
2019,8171,101106,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร
2019,48531,101203,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร
2019,29283,101204,บางโพงพาง,ยานนาวา,กรุงเทพมหานคร
2019,6908,101301,จักรวรรดิ,สัมพันธวงศ์,กรุงเทพมหานคร
2019,8319,101302,สัมพันธวงศ์,สัมพันธวงศ์,กรุงเทพมหานคร
2019,7236,101303,ตลาดน้อย,สัมพันธวงศ์,กรุงเทพมหานคร
2019,33041,101401,สามเสนใน,พญาไท,กรุงเทพมหานคร
2019,36341,101406,พญาไท,พญาไท,กรุงเทพมหานคร
2019,8669,101501,วัดกัลยาณ์,ธนบุรี,กรุงเทพมหานคร
2019,11906,101502,หิรัญรูจี,ธนบุรี,กรุงเทพมหานคร
2019,20691,101503,บางยี่เรือ,ธนบุรี,กรุงเทพมหานคร
2019,17374,101504,บุคคโล,ธนบุรี,กรุงเทพมหานคร
2019,15080,101505,ตลาดพลู,ธนบุรี,กรุงเทพมหานคร
2019,17392,101506,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร
2019,14937,101507,สำเหร่,ธนบุรี,กรุงเทพมหานคร
2019,13543,101601,วัดอรุณ,บางกอกใหญ่,กรุงเทพมหานคร
2019,52609,101602,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร
2019,27341,101701,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร
2019,18989,101702,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร
2019,38010,101704,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร
2019,12467,101801,สมเด็จเจ้าพระยา,คลองสาน,กรุงเทพมหานคร
2019,15614,101802,คลองสาน,คลองสาน,กรุงเทพมหานคร
2019,24070,101803,บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร
2019,19046,101804,คลองต้นไทร,คลองสาน,กรุงเทพมหานคร
2019,10435,101901,คลองชักพระ,ตลิ่งชัน,กรุงเทพมหานคร
2019,24871,101902,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร
2019,24006,101903,ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร
2019,13739,101904,บางพรม,ตลิ่งชัน,กรุงเทพมหานคร
2019,19719,101905,บางระมาด,ตลิ่งชัน,กรุงเทพมหานคร
2019,12009,101907,บางเชือกหนัง,ตลิ่งชัน,กรุงเทพมหานคร
2019,16105,102004,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร
2019,30596,102005,บ้านช่างหล่อ,บางกอกน้อย,กรุงเทพมหานคร
2019,9460,102006,บางขุนนนท์,บางกอกน้อย,กรุงเทพมหานคร
2019,31689,102007,บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร
2019,19882,102009,อรุณอมรินทร์,บางกอกน้อย,กรุงเทพมหานคร
2019,59998,102105,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร
2019,125826,102107,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร
2019,38376,102201,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร
2019,28525,102202,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร
2019,8203,102206,บางจาก,ภาษีเจริญ,กรุงเทพมหานคร
2019,18866,102207,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร
2019,11008,102208,คลองขวาง,ภาษีเจริญ,กรุงเทพมหานคร
2019,15040,102209,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร
2019,6142,102210,คูหาสวรรค์,ภาษีเจริญ,กรุงเทพมหานคร
2019,80394,102302,หนองแขม,หนองแขม,กรุงเทพมหานคร
2019,75960,102303,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร
2019,31892,102401,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร
2019,48617,102402,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร
2019,22554,102501,บางพลัด,บางพลัด,กรุงเทพมหานคร
2019,24559,102502,บางอ้อ,บางพลัด,กรุงเทพมหานคร
2019,18256,102503,บางบำหรุ,บางพลัด,กรุงเทพมหานคร
2019,25500,102504,บางยี่ขัน,บางพลัด,กรุงเทพมหานคร
2019,74668,102601,ดินแดง,ดินแดง,กรุงเทพมหานคร
2019,44482,102602,รัชดาภิเษก,ดินแดง,กรุงเทพมหานคร
2019,69536,102701,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร
2019,27279,102704,นวมินทร์,บึงกุ่ม,กรุงเทพมหานคร
2019,45422,102705,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร
2019,38022,102801,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร
2019,20327,102802,ยานนาวา,สาทร,กรุงเทพมหานคร
2019,19424,102803,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร
2019,82570,102901,บางซื่อ,บางซื่อ,กรุงเทพมหานคร
2019,43740,102902,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร
2019,41814,103001,ลาดยาว,จตุจักร,กรุงเทพมหานคร
2019,20417,103002,เสนานิคม,จตุจักร,กรุงเทพมหานคร
2019,38701,103003,จันทรเกษม,จตุจักร,กรุงเทพมหานคร
2019,32288,103004,จอมพล,จตุจักร,กรุงเทพมหานคร
2019,23385,103005,จตุจักร,จตุจักร,กรุงเทพมหานคร
2019,24599,103101,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร
2019,25679,103102,วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร
2019,36620,103103,บางโคล่,บางคอแหลม,กรุงเทพมหานคร
2019,87475,103201,ประเวศ,ประเวศ,กรุงเทพมหานคร
2019,41816,103202,หนองบอน,ประเวศ,กรุงเทพมหานคร
2019,51478,103203,ดอกไม้,ประเวศ,กรุงเทพมหานคร
2019,66401,103301,คลองเตย,คลองเตย,กรุงเทพมหานคร
2019,11320,103302,คลองตัน,คลองเตย,กรุงเทพมหานคร
2019,23523,103303,พระโขนง,คลองเตย,กรุงเทพมหานคร
2019,47736,103401,สวนหลวง,สวนหลวง,กรุงเทพมหานคร
2019,44890,103402,อ่อนนุช,สวนหลวง,กรุงเทพมหานคร
2019,31422,103403,พัฒนาการ,สวนหลวง,กรุงเทพมหานคร
2019,36209,103501,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร
2019,35379,103502,บางค้อ,จอมทอง,กรุงเทพมหานคร
2019,44623,103503,บางมด,จอมทอง,กรุงเทพมหานคร
2019,33897,103504,จอมทอง,จอมทอง,กรุงเทพมหานคร
2019,63890,103602,สีกัน,ดอนเมือง,กรุงเทพมหานคร
2019,82668,103604,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร
2019,23463,103605,สนามบิน,ดอนเมือง,กรุงเทพมหานคร
2019,32498,103701,ทุ่งพญาไท,ราชเทวี,กรุงเทพมหานคร
2019,9538,103702,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร
2019,14685,103703,ถนนเพชรบุรี,ราชเทวี,กรุงเทพมหานคร
2019,15847,103704,มักกะสัน,ราชเทวี,กรุงเทพมหานคร
2019,91456,103801,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร
2019,27118,103802,จรเข้บัว,ลาดพร้าว,กรุงเทพมหานคร
2019,9187,103901,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร
2019,55580,103902,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร
2019,22458,103903,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร
2019,38955,104001,บางแค,บางแค,กรุงเทพมหานคร
2019,60111,104002,บางแคเหนือ,บางแค,กรุงเทพมหานคร
2019,39996,104003,บางไผ่,บางแค,กรุงเทพมหานคร
2019,54429,104004,หลักสอง,บางแค,กรุงเทพมหานคร
2019,76111,104101,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร
2019,28174,104102,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร
2019,80954,104201,สายไหม,สายไหม,กรุงเทพมหานคร
2019,40001,104202,ออเงิน,สายไหม,กรุงเทพมหานคร
2019,85323,104203,คลองถนน,สายไหม,กรุงเทพมหานคร
2019,47763,104301,คันนายาว,คันนายาว,กรุงเทพมหานคร
2019,49332,104302,รามอินทรา,คันนายาว,กรุงเทพมหานคร
2019,28600,104401,สะพานสูง,สะพานสูง,กรุงเทพมหานคร
2019,42634,104402,ราษฎร์พัฒนา,สะพานสูง,กรุงเทพมหานคร
2019,24825,104403,ทับช้าง,สะพานสูง,กรุงเทพมหานคร
2019,24560,104501,วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร
2019,11763,104502,สะพานสอง,วังทองหลาง,กรุงเทพมหานคร
2019,29066,104503,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร
2019,44264,104504,พลับพลา,วังทองหลาง,กรุงเทพมหานคร
2019,58123,104601,สามวาตะวันตก,คลองสามวา,กรุงเทพมหานคร
2019,26325,104602,สามวาตะวันออก,คลองสามวา,กรุงเทพมหานคร
2019,87715,104603,บางชัน,คลองสามวา,กรุงเทพมหานคร
2019,12962,104604,ทรายกองดิน,คลองสามวา,กรุงเทพมหานคร
2019,16969,104605,ทรายกองดินใต้,คลองสามวา,กรุงเทพมหานคร
2019,41957,104702,บางนาเหนือ,บางนา,กรุงเทพมหานคร
2019,48165,104703,บางนาใต้,บางนา,กรุงเทพมหานคร
2019,23040,104801,ทวีวัฒนา,ทวีวัฒนา,กรุงเทพมหานคร
2019,55508,104802,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร
2019,55377,104901,บางมด,ทุ่งครุ,กรุงเทพมหานคร
2019,67671,104902,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร
2019,22574,105002,บางบอนเหนือ,บางบอน,กรุงเทพมหานคร
2019,25063,105003,บางบอนใต้,บางบอน,กรุงเทพมหานคร
2019,32869,105004,คลองบางพราน,บางบอน,กรุงเทพมหานคร
2019,25177,105005,คลองบางบอน,บางบอน,กรุงเทพมหานคร
2019,50843,110101,ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ
2019,72557,110102,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ
2019,70264,110103,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ
2019,25202,110104,ท้ายบ้าน,เมืองสมุทรปราการ,สมุทรปราการ
2019,40244,110108,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ
2019,61824,110110,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ
2019,10284,110111,บางโปรง,เมืองสมุทรปราการ,สมุทรปราการ
2019,6715,110112,บางปู,เมืองสมุทรปราการ,สมุทรปราการ
2019,7963,110113,บางด้วน,เมืองสมุทรปราการ,สมุทรปราการ
2019,51489,110114,บางเมืองใหม่,เมืองสมุทรปราการ,สมุทรปราการ
2019,49636,110115,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ
2019,47966,110116,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ
2019,49852,110117,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ
2019,34650,110201,บางบ่อ,บางบ่อ,สมุทรปราการ
2019,6709,110202,บ้านระกาศ,บางบ่อ,สมุทรปราการ
2019,9155,110203,บางพลีน้อย,บางบ่อ,สมุทรปราการ
2019,22494,110204,บางเพรียง,บางบ่อ,สมุทรปราการ
2019,28604,110205,คลองด่าน,บางบ่อ,สมุทรปราการ
2019,3164,110206,คลองสวน,บางบ่อ,สมุทรปราการ
2019,4248,110207,เปร็ง,บางบ่อ,สมุทรปราการ
2019,3227,110208,คลองนิยมยาตรา,บางบ่อ,สมุทรปราการ
2019,98071,110301,บางพลีใหญ่,บางพลี,สมุทรปราการ
2019,59478,110302,บางแก้ว,บางพลี,สมุทรปราการ
2019,33147,110303,บางปลา,บางพลี,สมุทรปราการ
2019,43109,110304,บางโฉลง,บางพลี,สมุทรปราการ
2019,32770,110308,ราชาเทวะ,บางพลี,สมุทรปราการ
2019,3135,110309,หนองปรือ,บางพลี,สมุทรปราการ
2019,9338,110401,ตลาด,พระประแดง,สมุทรปราการ
2019,24055,110402,บางพึ่ง,พระประแดง,สมุทรปราการ
2019,22070,110403,บางจาก,พระประแดง,สมุทรปราการ
2019,25757,110404,บางครุ,พระประแดง,สมุทรปราการ
2019,20547,110405,บางหญ้าแพรก,พระประแดง,สมุทรปราการ
2019,12828,110406,บางหัวเสือ,พระประแดง,สมุทรปราการ
2019,12398,110407,สำโรงใต้,พระประแดง,สมุทรปราการ
2019,11357,110408,บางยอ,พระประแดง,สมุทรปราการ
2019,5220,110409,บางกะเจ้า,พระประแดง,สมุทรปราการ
2019,4946,110410,บางน้ำผึ้ง,พระประแดง,สมุทรปราการ
2019,2828,110411,บางกระสอบ,พระประแดง,สมุทรปราการ
2019,7151,110412,บางกอบัว,พระประแดง,สมุทรปราการ
2019,7626,110413,ทรงคนอง,พระประแดง,สมุทรปราการ
2019,15943,110414,สำโรง,พระประแดง,สมุทรปราการ
2019,11516,110415,สำโรงกลาง,พระประแดง,สมุทรปราการ
2019,11747,110501,นาเกลือ,พระสมุทรเจดีย์,สมุทรปราการ
2019,27570,110502,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ
2019,19433,110503,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ
2019,12391,110504,ปากคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ
2019,73615,110505,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ
2019,52366,110601,บางเสาธง,บางเสาธง,สมุทรปราการ
2019,14851,110602,ศีรษะจรเข้น้อย,บางเสาธง,สมุทรปราการ
2019,12522,110603,ศีรษะจรเข้ใหญ่,บางเสาธง,สมุทรปราการ
2019,35939,120101,สวนใหญ่,เมืองนนทบุรี,นนทบุรี
2019,48085,120102,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี
2019,42644,120103,บางเขน,เมืองนนทบุรี,นนทบุรี
2019,56998,120104,บางกระสอ,เมืองนนทบุรี,นนทบุรี
2019,70709,120105,ท่าทราย,เมืองนนทบุรี,นนทบุรี
2019,12297,120106,บางไผ่,เมืองนนทบุรี,นนทบุรี
2019,24739,120107,บางศรีเมือง,เมืองนนทบุรี,นนทบุรี
2019,31151,120108,บางกร่าง,เมืองนนทบุรี,นนทบุรี
2019,23316,120109,ไทรม้า,เมืองนนทบุรี,นนทบุรี
2019,21311,120110,บางรักน้อย,เมืองนนทบุรี,นนทบุรี
2019,16374,120201,วัดชลอ,บางกรวย,นนทบุรี
2019,27764,120202,บางกรวย,บางกรวย,นนทบุรี
2019,11203,120203,บางสีทอง,บางกรวย,นนทบุรี
2019,6305,120204,บางขนุน,บางกรวย,นนทบุรี
2019,10979,120205,บางขุนกอง,บางกรวย,นนทบุรี
2019,10601,120206,บางคูเวียง,บางกรวย,นนทบุรี
2019,20160,120207,มหาสวัสดิ์,บางกรวย,นนทบุรี
2019,19181,120208,ปลายบาง,บางกรวย,นนทบุรี
2019,18582,120209,ศาลากลาง,บางกรวย,นนทบุรี
2019,19218,120301,บางม่วง,บางใหญ่,นนทบุรี
2019,49140,120302,บางแม่นาง,บางใหญ่,นนทบุรี
2019,19209,120303,บางเลน,บางใหญ่,นนทบุรี
2019,40307,120304,เสาธงหิน,บางใหญ่,นนทบุรี
2019,19933,120305,บางใหญ่,บางใหญ่,นนทบุรี
2019,9054,120306,บ้านใหม่,บางใหญ่,นนทบุรี
2019,9508,120401,โสนลอย,บางบัวทอง,นนทบุรี
2019,62055,120402,บางบัวทอง,บางบัวทอง,นนทบุรี
2019,9460,120403,บางรักใหญ่,บางบัวทอง,นนทบุรี
2019,40070,120404,บางคูรัด,บางบัวทอง,นนทบุรี
2019,23919,120405,ละหาร,บางบัวทอง,นนทบุรี
2019,12308,120406,ลำโพ,บางบัวทอง,นนทบุรี
2019,51613,120407,พิมลราช,บางบัวทอง,นนทบุรี
2019,72833,120408,บางรักพัฒนา,บางบัวทอง,นนทบุรี
2019,27997,120501,ไทรน้อย,ไทรน้อย,นนทบุรี
2019,6718,120502,ราษฎร์นิยม,ไทรน้อย,นนทบุรี
2019,7523,120503,หนองเพรางาย,ไทรน้อย,นนทบุรี
2019,6375,120504,ไทรใหญ่,ไทรน้อย,นนทบุรี
2019,5054,120505,ขุนศรี,ไทรน้อย,นนทบุรี
2019,6715,120506,คลองขวาง,ไทรน้อย,นนทบุรี
2019,8625,120507,ทวีวัฒนา,ไทรน้อย,นนทบุรี
2019,37527,120601,ปากเกร็ด,ปากเกร็ด,นนทบุรี
2019,47551,120602,บางตลาด,ปากเกร็ด,นนทบุรี
2019,32542,120603,บ้านใหม่,ปากเกร็ด,นนทบุรี
2019,63224,120604,บางพูด,ปากเกร็ด,นนทบุรี
2019,5225,120605,บางตะไนย์,ปากเกร็ด,นนทบุรี
2019,6433,120606,คลองพระอุดม,ปากเกร็ด,นนทบุรี
2019,18376,120607,ท่าอิฐ,ปากเกร็ด,นนทบุรี
2019,5841,120608,เกาะเกร็ด,ปากเกร็ด,นนทบุรี
2019,4630,120609,อ้อมเกร็ด,ปากเกร็ด,นนทบุรี
2019,8167,120610,คลองข่อย,ปากเกร็ด,นนทบุรี
2019,10471,120611,บางพลับ,ปากเกร็ด,นนทบุรี
2019,9428,120612,คลองเกลือ,ปากเกร็ด,นนทบุรี
2019,23633,130101,บางปรอก,เมืองปทุมธานี,ปทุมธานี
2019,14447,130102,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี
2019,12326,130103,บ้านกลาง,เมืองปทุมธานี,ปทุมธานี
2019,9211,130104,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี
2019,3292,130105,บ้านกระแชง,เมืองปทุมธานี,ปทุมธานี
2019,14557,130106,บางขะแยง,เมืองปทุมธานี,ปทุมธานี
2019,28349,130107,บางคูวัด,เมืองปทุมธานี,ปทุมธานี
2019,8739,130108,บางหลวง,เมืองปทุมธานี,ปทุมธานี
2019,15807,130109,บางเดื่อ,เมืองปทุมธานี,ปทุมธานี
2019,6439,130110,บางพูด,เมืองปทุมธานี,ปทุมธานี
2019,25509,130111,บางพูน,เมืองปทุมธานี,ปทุมธานี
2019,13987,130112,บางกะดี,เมืองปทุมธานี,ปทุมธานี
2019,9939,130113,สวนพริกไทย,เมืองปทุมธานี,ปทุมธานี
2019,21883,130114,หลักหก,เมืองปทุมธานี,ปทุมธานี
2019,100080,130201,คลองหนึ่ง,คลองหลวง,ปทุมธานี
2019,40643,130202,คลองสอง,คลองหลวง,ปทุมธานี
2019,88872,130203,คลองสาม,คลองหลวง,ปทุมธานี
2019,19402,130204,คลองสี่,คลองหลวง,ปทุมธานี
2019,15213,130205,คลองห้า,คลองหลวง,ปทุมธานี
2019,12915,130206,คลองหก,คลองหลวง,ปทุมธานี
2019,7522,130207,คลองเจ็ด,คลองหลวง,ปทุมธานี
2019,85260,130301,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี
2019,32708,130302,บึงยี่โถ,ธัญบุรี,ปทุมธานี
2019,24935,130303,รังสิต,ธัญบุรี,ปทุมธานี
2019,38055,130304,ลำผักกูด,ธัญบุรี,ปทุมธานี
2019,13310,130305,บึงสนั่น,ธัญบุรี,ปทุมธานี
2019,18040,130306,บึงน้ำรักษ์,ธัญบุรี,ปทุมธานี
2019,7352,130401,บึงบา,หนองเสือ,ปทุมธานี
2019,9542,130402,บึงบอน,หนองเสือ,ปทุมธานี
2019,7172,130403,บึงกาสาม,หนองเสือ,ปทุมธานี
2019,9168,130404,บึงชำอ้อ,หนองเสือ,ปทุมธานี
2019,11016,130405,หนองสามวัง,หนองเสือ,ปทุมธานี
2019,5268,130406,ศาลาครุ,หนองเสือ,ปทุมธานี
2019,4635,130407,นพรัตน์,หนองเสือ,ปทุมธานี
2019,18098,130501,ระแหง,ลาดหลุมแก้ว,ปทุมธานี
2019,5466,130502,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี
2019,11872,130503,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี
2019,6000,130504,คูขวาง,ลาดหลุมแก้ว,ปทุมธานี
2019,7995,130505,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี
2019,4427,130506,บ่อเงิน,ลาดหลุมแก้ว,ปทุมธานี
2019,13816,130507,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี
2019,110277,130601,คูคต,ลำลูกกา,ปทุมธานี
2019,65906,130602,ลาดสวาย,ลำลูกกา,ปทุมธานี
2019,44259,130603,บึงคำพร้อย,ลำลูกกา,ปทุมธานี
2019,29387,130604,ลำลูกกา,ลำลูกกา,ปทุมธานี
2019,10853,130605,บึงทองหลาง,ลำลูกกา,ปทุมธานี
2019,8674,130606,ลำไทร,ลำลูกกา,ปทุมธานี
2019,7747,130607,บึงคอไห,ลำลูกกา,ปทุมธานี
2019,4014,130608,พืชอุดม,ลำลูกกา,ปทุมธานี
2019,11880,130701,บางเตย,สามโคก,ปทุมธานี
2019,5251,130702,คลองควาย,สามโคก,ปทุมธานี
2019,6963,130703,สามโคก,สามโคก,ปทุมธานี
2019,6721,130704,กระแชง,สามโคก,ปทุมธานี
2019,3165,130705,บางโพธิ์เหนือ,สามโคก,ปทุมธานี
2019,6260,130706,เชียงรากใหญ่,สามโคก,ปทุมธานี
2019,4802,130707,บ้านปทุม,สามโคก,ปทุมธานี
2019,2310,130708,บ้านงิ้ว,สามโคก,ปทุมธานี
2019,3612,130709,เชียงรากน้อย,สามโคก,ปทุมธานี
2019,1897,130710,บางกระบือ,สามโคก,ปทุมธานี
2019,2726,130711,ท้ายเกาะ,สามโคก,ปทุมธานี
2019,13868,140101,ประตูชัย,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,1152,140102,กะมัง,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,11241,140103,หอรัตนไชย,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,11817,140104,หัวรอ,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,8502,140105,ท่าวาสุกรี,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,14289,140106,ไผ่ลิง,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,5930,140107,ปากกราน,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,2910,140108,ภูเขาทอง,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,6858,140109,สำเภาล่ม,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,4118,140110,สวนพริก,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,5024,140111,คลองตะเคียน,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,5035,140112,วัดตูม,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,7333,140113,หันตรา,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,5708,140114,ลุมพลี,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,4645,140115,บ้านใหม่,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,5718,140116,บ้านเกาะ,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,10491,140117,คลองสวนพลู,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,4600,140118,คลองสระบัว,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,3221,140119,เกาะเรียน,พระนครศรีอยุธยา,พระนครศรีอยุธยา
2019,7109,140120,บ้านป้อม,พระนครศรีอยุธยา,พระนครศรีอยุธยา
